2026-05-19T17:46:58.908Z | server_start | {"name":"mysql-mcp-server","version":"1.0.0","logDir":"./.setting","logFile":".setting\\mcp-mysql.log"} | SUCCESS | RESPONSE: {"status":"started"}
2026-05-19T17:47:18.577Z | connection_pool_error | {"error":"Server requests authentication using unknown plugin auth_gssapi_client. See TODO: add plugins doco here on how to configure or author authentication plugins."} | Server requests authentication using unknown plugin auth_gssapi_client. See TODO: add plugins doco here on how to configure or author authentication plugins. | RESPONSE: null
2026-05-19T17:47:18.578Z | notifications/initialized | {} | SUCCESS | RESPONSE: null
2026-05-19T17:51:58.929Z | connection_pool_closed | {} | SUCCESS | RESPONSE: {"status":"closed"}
2026-05-19T17:51:58.930Z | uncaughtException | {"error":"EPIPE: broken pipe, write","stack":"Error: EPIPE: broken pipe, write\n    at Socket._write (node:internal/net:75:18)\n    at writeOrBuffer (node:internal/streams/writable:570:12)\n    at _write (node:internal/streams/writable:499:10)\n    at Writable.write (node:internal/streams/writable:508:10)\n    at console.value (node:internal/console/constructor:313:16)\n    at console.error (node:internal/console/constructor:444:26)\n    at FinalMCPServer.checkConnectionPoolHealth (C:\\Users\\jan\\AppData\\Roaming\\npm\\node_modules\\@liangshanli\\mcp-server-mysql\\src\\server-final.js:426:15)\n    at process.processTicksAndRejections (node:internal/process/task_queues:103:5)\n    at async FinalMCPServer.ensureConnectionPool (C:\\Users\\jan\\AppData\\Roaming\\npm\\node_modules\\@liangshanli\\mcp-server-mysql\\src\\server-final.js:433:35)\n    at async Timeout._onTimeout (C:\\Users\\jan\\AppData\\Roaming\\npm\\node_modules\\@liangshanli\\mcp-server-mysql\\src\\server-final.js:938:13)"} | EPIPE: broken pipe, write | RESPONSE: null
2026-05-19T17:52:18.551Z | connection_pool_closed | {} | SUCCESS | RESPONSE: {"status":"closed"}
2026-05-19T17:52:18.553Z | connection_pool_recreate_error | {"error":"Server requests authentication using unknown plugin auth_gssapi_client. See TODO: add plugins doco here on how to configure or author authentication plugins."} | Server requests authentication using unknown plugin auth_gssapi_client. See TODO: add plugins doco here on how to configure or author authentication plugins. | RESPONSE: null
2026-05-19T17:52:18.553Z | health_check_error | {"error":"Server requests authentication using unknown plugin auth_gssapi_client. See TODO: add plugins doco here on how to configure or author authentication plugins."} | Server requests authentication using unknown plugin auth_gssapi_client. See TODO: add plugins doco here on how to configure or author authentication plugins. | RESPONSE: null
2026-05-19T17:56:21.631Z | server_start | {"name":"mysql-mcp-server","version":"1.0.0","logDir":"./.setting","logFile":".setting\\mcp-mysql.log"} | SUCCESS | RESPONSE: {"status":"started"}
2026-05-19T17:56:21.633Z | initialize | {"protocolVersion":"2025-11-25","capabilities":{"roots":{"listChanged":true}},"clientInfo":{"name":"gemini-cli-mcp-client","version":"unknown"}} | SUCCESS | RESPONSE: null
2026-05-19T17:56:21.634Z | initialize | {"protocolVersion":"2025-11-25","capabilities":{"roots":{"listChanged":true}},"clientInfo":{"name":"gemini-cli-mcp-client","version":"unknown"}} | SUCCESS | RESPONSE: {"protocolVersion":"2025-11-25","capabilities":{"tools":{"listChanged":false},"roots":{"listChanged":false}},"serverInfo":{"name":"mysql-mcp-server","version":"1.0.0"}}
2026-05-19T17:56:21.654Z | tools/list | {} | SUCCESS | RESPONSE: {"tools":[{"name":"sql_query","description":"Execute SQL query, supports DDL and DML operations","inputSchema":{"type":"object","properties":{"sql":{"type":"string","description":"SQL statement to execute"}},"required":["sql"]}},{"name":"get_database_info","description":"Get database information, including database list, table list and configuration information","inputSchema":{"type":"object","properties":{}}},{"name":"get_operation_logs","description":"Get operation logs","inputSchema":{"type":"object","properties":{"limit":{"type":"number","description":"Limit count, default 50"},"offset":{"type":"number","description":"Offset, default 0"}}}},{"name":"check_permissions","description":"Check database permissions for DDL, DROP, DELETE and other operations. Returns detailed permission status including readonly mode restrictions (only SELECT and SHOW allowed when readonly is enabled)","inputSchema":{"type":"object","properties":{}}},{"name":"get_ddl_sql_logs","description":"Get DDL SQL operation logs","inputSchema":{"type":"object","properties":{"limit":{"type":"number","description":"Limit count, default 50, max 500"},"offset":{"type":"number","description":"Offset, default 0"}}}}],"environment":{"READONLY":false,"ALLOW_DDL":false,"ALLOW_DROP":false,"ALLOW_DELETE":false,"MYSQL_HOST":"localhost","MYSQL_PORT":"3306","MYSQL_USER":"root","MYSQL_DATABASE":"","TOOL_PREFIX":"","PROJECT_NAME":"","serverInfo":{"name":"mysql-mcp-server","version":"1.0.0"}}}
2026-05-19T17:56:21.668Z | connection_pool_error | {"error":"Server requests authentication using unknown plugin auth_gssapi_client. See TODO: add plugins doco here on how to configure or author authentication plugins."} | Server requests authentication using unknown plugin auth_gssapi_client. See TODO: add plugins doco here on how to configure or author authentication plugins. | RESPONSE: null
2026-05-19T17:56:21.668Z | notifications/initialized | {} | SUCCESS | RESPONSE: null
2026-05-19T17:56:26.778Z | server_start | {"name":"mysql-mcp-server","version":"1.0.0","logDir":"./.setting","logFile":".setting\\mcp-mysql.log"} | SUCCESS | RESPONSE: {"status":"started"}
2026-05-19T17:56:26.780Z | initialize | {"protocolVersion":"2025-11-25","capabilities":{"roots":{"listChanged":true}},"clientInfo":{"name":"gemini-cli-mcp-client","version":"0.42.0"}} | SUCCESS | RESPONSE: null
2026-05-19T17:56:26.781Z | initialize | {"protocolVersion":"2025-11-25","capabilities":{"roots":{"listChanged":true}},"clientInfo":{"name":"gemini-cli-mcp-client","version":"0.42.0"}} | SUCCESS | RESPONSE: {"protocolVersion":"2025-11-25","capabilities":{"tools":{"listChanged":false},"roots":{"listChanged":false}},"serverInfo":{"name":"mysql-mcp-server","version":"1.0.0"}}
2026-05-19T17:56:26.800Z | tools/list | {} | SUCCESS | RESPONSE: {"tools":[{"name":"sql_query","description":"Execute SQL query, supports DDL and DML operations","inputSchema":{"type":"object","properties":{"sql":{"type":"string","description":"SQL statement to execute"}},"required":["sql"]}},{"name":"get_database_info","description":"Get database information, including database list, table list and configuration information","inputSchema":{"type":"object","properties":{}}},{"name":"get_operation_logs","description":"Get operation logs","inputSchema":{"type":"object","properties":{"limit":{"type":"number","description":"Limit count, default 50"},"offset":{"type":"number","description":"Offset, default 0"}}}},{"name":"check_permissions","description":"Check database permissions for DDL, DROP, DELETE and other operations. Returns detailed permission status including readonly mode restrictions (only SELECT and SHOW allowed when readonly is enabled)","inputSchema":{"type":"object","properties":{}}},{"name":"get_ddl_sql_logs","description":"Get DDL SQL operation logs","inputSchema":{"type":"object","properties":{"limit":{"type":"number","description":"Limit count, default 50, max 500"},"offset":{"type":"number","description":"Offset, default 0"}}}}],"environment":{"READONLY":false,"ALLOW_DDL":false,"ALLOW_DROP":false,"ALLOW_DELETE":false,"MYSQL_HOST":"localhost","MYSQL_PORT":"3306","MYSQL_USER":"root","MYSQL_DATABASE":"","TOOL_PREFIX":"","PROJECT_NAME":"","serverInfo":{"name":"mysql-mcp-server","version":"1.0.0"}}}
2026-05-19T17:56:26.810Z | connection_pool_error | {"error":"Server requests authentication using unknown plugin auth_gssapi_client. See TODO: add plugins doco here on how to configure or author authentication plugins."} | Server requests authentication using unknown plugin auth_gssapi_client. See TODO: add plugins doco here on how to configure or author authentication plugins. | RESPONSE: null
2026-05-19T17:56:26.810Z | notifications/initialized | {} | SUCCESS | RESPONSE: null
2026-05-19T18:01:21.644Z | connection_pool_closed | {} | SUCCESS | RESPONSE: {"status":"closed"}
2026-05-19T18:01:21.646Z | connection_pool_recreate_error | {"error":"Server requests authentication using unknown plugin auth_gssapi_client. See TODO: add plugins doco here on how to configure or author authentication plugins."} | Server requests authentication using unknown plugin auth_gssapi_client. See TODO: add plugins doco here on how to configure or author authentication plugins. | RESPONSE: null
2026-05-19T18:01:21.646Z | health_check_error | {"error":"Server requests authentication using unknown plugin auth_gssapi_client. See TODO: add plugins doco here on how to configure or author authentication plugins."} | Server requests authentication using unknown plugin auth_gssapi_client. See TODO: add plugins doco here on how to configure or author authentication plugins. | RESPONSE: null
2026-05-19T18:01:26.789Z | connection_pool_closed | {} | SUCCESS | RESPONSE: {"status":"closed"}
2026-05-19T18:01:26.791Z | connection_pool_recreate_error | {"error":"Server requests authentication using unknown plugin auth_gssapi_client. See TODO: add plugins doco here on how to configure or author authentication plugins."} | Server requests authentication using unknown plugin auth_gssapi_client. See TODO: add plugins doco here on how to configure or author authentication plugins. | RESPONSE: null
2026-05-19T18:01:26.792Z | health_check_error | {"error":"Server requests authentication using unknown plugin auth_gssapi_client. See TODO: add plugins doco here on how to configure or author authentication plugins."} | Server requests authentication using unknown plugin auth_gssapi_client. See TODO: add plugins doco here on how to configure or author authentication plugins. | RESPONSE: null
2026-05-19T18:05:22.557Z | server_start | {"name":"mysql-mcp-server","version":"1.0.0","logDir":"./.setting","logFile":".setting\\mcp-mysql.log"} | SUCCESS | RESPONSE: {"status":"started"}
2026-05-19T18:05:22.568Z | initialize | {"protocolVersion":"2025-11-25","capabilities":{"roots":{"listChanged":true}},"clientInfo":{"name":"gemini-cli-mcp-client","version":"unknown"}} | SUCCESS | RESPONSE: null
2026-05-19T18:05:22.569Z | initialize | {"protocolVersion":"2025-11-25","capabilities":{"roots":{"listChanged":true}},"clientInfo":{"name":"gemini-cli-mcp-client","version":"unknown"}} | SUCCESS | RESPONSE: {"protocolVersion":"2025-11-25","capabilities":{"tools":{"listChanged":false},"roots":{"listChanged":false}},"serverInfo":{"name":"mysql-mcp-server","version":"1.0.0"}}
2026-05-19T18:05:22.631Z | connection_pool_error | {"error":"Server requests authentication using unknown plugin auth_gssapi_client. See TODO: add plugins doco here on how to configure or author authentication plugins."} | Server requests authentication using unknown plugin auth_gssapi_client. See TODO: add plugins doco here on how to configure or author authentication plugins. | RESPONSE: null
2026-05-19T18:05:22.632Z | notifications/initialized | {} | SUCCESS | RESPONSE: null
2026-05-19T18:05:22.632Z | tools/list | {} | SUCCESS | RESPONSE: {"tools":[{"name":"sql_query","description":"Execute SQL query, supports DDL and DML operations","inputSchema":{"type":"object","properties":{"sql":{"type":"string","description":"SQL statement to execute"}},"required":["sql"]}},{"name":"get_database_info","description":"Get database information, including database list, table list and configuration information","inputSchema":{"type":"object","properties":{}}},{"name":"get_operation_logs","description":"Get operation logs","inputSchema":{"type":"object","properties":{"limit":{"type":"number","description":"Limit count, default 50"},"offset":{"type":"number","description":"Offset, default 0"}}}},{"name":"check_permissions","description":"Check database permissions for DDL, DROP, DELETE and other operations. Returns detailed permission status including readonly mode restrictions (only SELECT and SHOW allowed when readonly is enabled)","inputSchema":{"type":"object","properties":{}}},{"name":"get_ddl_sql_logs","description":"Get DDL SQL operation logs","inputSchema":{"type":"object","properties":{"limit":{"type":"number","description":"Limit count, default 50, max 500"},"offset":{"type":"number","description":"Offset, default 0"}}}}],"environment":{"READONLY":false,"ALLOW_DDL":false,"ALLOW_DROP":false,"ALLOW_DELETE":false,"MYSQL_HOST":"localhost","MYSQL_PORT":"3306","MYSQL_USER":"root","MYSQL_DATABASE":"","TOOL_PREFIX":"","PROJECT_NAME":"","serverInfo":{"name":"mysql-mcp-server","version":"1.0.0"}}}
2026-05-19T18:05:23.580Z | server_start | {"name":"mysql-mcp-server","version":"1.0.0","logDir":"./.setting","logFile":".setting\\mcp-mysql.log"} | SUCCESS | RESPONSE: {"status":"started"}
2026-05-19T18:05:23.582Z | initialize | {"protocolVersion":"2025-11-25","capabilities":{"roots":{"listChanged":true}},"clientInfo":{"name":"gemini-cli-mcp-client","version":"0.42.0"}} | SUCCESS | RESPONSE: null
2026-05-19T18:05:23.582Z | initialize | {"protocolVersion":"2025-11-25","capabilities":{"roots":{"listChanged":true}},"clientInfo":{"name":"gemini-cli-mcp-client","version":"0.42.0"}} | SUCCESS | RESPONSE: {"protocolVersion":"2025-11-25","capabilities":{"tools":{"listChanged":false},"roots":{"listChanged":false}},"serverInfo":{"name":"mysql-mcp-server","version":"1.0.0"}}
2026-05-19T18:05:23.597Z | tools/list | {} | SUCCESS | RESPONSE: {"tools":[{"name":"sql_query","description":"Execute SQL query, supports DDL and DML operations","inputSchema":{"type":"object","properties":{"sql":{"type":"string","description":"SQL statement to execute"}},"required":["sql"]}},{"name":"get_database_info","description":"Get database information, including database list, table list and configuration information","inputSchema":{"type":"object","properties":{}}},{"name":"get_operation_logs","description":"Get operation logs","inputSchema":{"type":"object","properties":{"limit":{"type":"number","description":"Limit count, default 50"},"offset":{"type":"number","description":"Offset, default 0"}}}},{"name":"check_permissions","description":"Check database permissions for DDL, DROP, DELETE and other operations. Returns detailed permission status including readonly mode restrictions (only SELECT and SHOW allowed when readonly is enabled)","inputSchema":{"type":"object","properties":{}}},{"name":"get_ddl_sql_logs","description":"Get DDL SQL operation logs","inputSchema":{"type":"object","properties":{"limit":{"type":"number","description":"Limit count, default 50, max 500"},"offset":{"type":"number","description":"Offset, default 0"}}}}],"environment":{"READONLY":false,"ALLOW_DDL":false,"ALLOW_DROP":false,"ALLOW_DELETE":false,"MYSQL_HOST":"localhost","MYSQL_PORT":"3306","MYSQL_USER":"root","MYSQL_DATABASE":"","TOOL_PREFIX":"","PROJECT_NAME":"","serverInfo":{"name":"mysql-mcp-server","version":"1.0.0"}}}
2026-05-19T18:05:23.609Z | connection_pool_error | {"error":"Server requests authentication using unknown plugin auth_gssapi_client. See TODO: add plugins doco here on how to configure or author authentication plugins."} | Server requests authentication using unknown plugin auth_gssapi_client. See TODO: add plugins doco here on how to configure or author authentication plugins. | RESPONSE: null
2026-05-19T18:05:23.609Z | notifications/initialized | {} | SUCCESS | RESPONSE: null
2026-05-19T18:06:21.650Z | connection_pool_closed | {} | SUCCESS | RESPONSE: {"status":"closed"}
2026-05-19T18:06:21.651Z | uncaughtException | {"error":"EPIPE: broken pipe, write","stack":"Error: EPIPE: broken pipe, write\n    at Socket._write (node:internal/net:75:18)\n    at writeOrBuffer (node:internal/streams/writable:570:12)\n    at _write (node:internal/streams/writable:499:10)\n    at Writable.write (node:internal/streams/writable:508:10)\n    at console.value (node:internal/console/constructor:313:16)\n    at console.error (node:internal/console/constructor:444:26)\n    at FinalMCPServer.checkConnectionPoolHealth (C:\\Users\\jan\\AppData\\Roaming\\npm\\node_modules\\@liangshanli\\mcp-server-mysql\\src\\server-final.js:426:15)\n    at process.processTicksAndRejections (node:internal/process/task_queues:103:5)\n    at async FinalMCPServer.ensureConnectionPool (C:\\Users\\jan\\AppData\\Roaming\\npm\\node_modules\\@liangshanli\\mcp-server-mysql\\src\\server-final.js:433:35)\n    at async Timeout._onTimeout (C:\\Users\\jan\\AppData\\Roaming\\npm\\node_modules\\@liangshanli\\mcp-server-mysql\\src\\server-final.js:938:13)"} | EPIPE: broken pipe, write | RESPONSE: null
2026-05-19T18:06:29.997Z | server_start | {"name":"mysql-mcp-server","version":"1.0.0","logDir":"./.setting","logFile":".setting\\mcp-mysql.log"} | SUCCESS | RESPONSE: {"status":"started"}
2026-05-19T18:06:29.999Z | initialize | {"protocolVersion":"2025-11-25","capabilities":{"roots":{"listChanged":true}},"clientInfo":{"name":"gemini-cli-mcp-client","version":"unknown"}} | SUCCESS | RESPONSE: null
2026-05-19T18:06:29.999Z | initialize | {"protocolVersion":"2025-11-25","capabilities":{"roots":{"listChanged":true}},"clientInfo":{"name":"gemini-cli-mcp-client","version":"unknown"}} | SUCCESS | RESPONSE: {"protocolVersion":"2025-11-25","capabilities":{"tools":{"listChanged":false},"roots":{"listChanged":false}},"serverInfo":{"name":"mysql-mcp-server","version":"1.0.0"}}
2026-05-19T18:06:30.018Z | tools/list | {} | SUCCESS | RESPONSE: {"tools":[{"name":"sql_query","description":"Execute SQL query, supports DDL and DML operations","inputSchema":{"type":"object","properties":{"sql":{"type":"string","description":"SQL statement to execute"}},"required":["sql"]}},{"name":"get_database_info","description":"Get database information, including database list, table list and configuration information","inputSchema":{"type":"object","properties":{}}},{"name":"get_operation_logs","description":"Get operation logs","inputSchema":{"type":"object","properties":{"limit":{"type":"number","description":"Limit count, default 50"},"offset":{"type":"number","description":"Offset, default 0"}}}},{"name":"check_permissions","description":"Check database permissions for DDL, DROP, DELETE and other operations. Returns detailed permission status including readonly mode restrictions (only SELECT and SHOW allowed when readonly is enabled)","inputSchema":{"type":"object","properties":{}}},{"name":"get_ddl_sql_logs","description":"Get DDL SQL operation logs","inputSchema":{"type":"object","properties":{"limit":{"type":"number","description":"Limit count, default 50, max 500"},"offset":{"type":"number","description":"Offset, default 0"}}}}],"environment":{"READONLY":false,"ALLOW_DDL":false,"ALLOW_DROP":false,"ALLOW_DELETE":false,"MYSQL_HOST":"localhost","MYSQL_PORT":"3306","MYSQL_USER":"root","MYSQL_DATABASE":"","TOOL_PREFIX":"","PROJECT_NAME":"","serverInfo":{"name":"mysql-mcp-server","version":"1.0.0"}}}
2026-05-19T18:06:30.031Z | connection_pool_error | {"error":"Server requests authentication using unknown plugin auth_gssapi_client. See TODO: add plugins doco here on how to configure or author authentication plugins."} | Server requests authentication using unknown plugin auth_gssapi_client. See TODO: add plugins doco here on how to configure or author authentication plugins. | RESPONSE: null
2026-05-19T18:06:30.031Z | notifications/initialized | {} | SUCCESS | RESPONSE: null
2026-05-19T18:06:33.415Z | server_start | {"name":"mysql-mcp-server","version":"1.0.0","logDir":"./.setting","logFile":".setting\\mcp-mysql.log"} | SUCCESS | RESPONSE: {"status":"started"}
2026-05-19T18:06:33.417Z | initialize | {"protocolVersion":"2025-11-25","capabilities":{"roots":{"listChanged":true}},"clientInfo":{"name":"gemini-cli-mcp-client","version":"0.42.0"}} | SUCCESS | RESPONSE: null
2026-05-19T18:06:33.417Z | initialize | {"protocolVersion":"2025-11-25","capabilities":{"roots":{"listChanged":true}},"clientInfo":{"name":"gemini-cli-mcp-client","version":"0.42.0"}} | SUCCESS | RESPONSE: {"protocolVersion":"2025-11-25","capabilities":{"tools":{"listChanged":false},"roots":{"listChanged":false}},"serverInfo":{"name":"mysql-mcp-server","version":"1.0.0"}}
2026-05-19T18:06:33.436Z | tools/list | {} | SUCCESS | RESPONSE: {"tools":[{"name":"sql_query","description":"Execute SQL query, supports DDL and DML operations","inputSchema":{"type":"object","properties":{"sql":{"type":"string","description":"SQL statement to execute"}},"required":["sql"]}},{"name":"get_database_info","description":"Get database information, including database list, table list and configuration information","inputSchema":{"type":"object","properties":{}}},{"name":"get_operation_logs","description":"Get operation logs","inputSchema":{"type":"object","properties":{"limit":{"type":"number","description":"Limit count, default 50"},"offset":{"type":"number","description":"Offset, default 0"}}}},{"name":"check_permissions","description":"Check database permissions for DDL, DROP, DELETE and other operations. Returns detailed permission status including readonly mode restrictions (only SELECT and SHOW allowed when readonly is enabled)","inputSchema":{"type":"object","properties":{}}},{"name":"get_ddl_sql_logs","description":"Get DDL SQL operation logs","inputSchema":{"type":"object","properties":{"limit":{"type":"number","description":"Limit count, default 50, max 500"},"offset":{"type":"number","description":"Offset, default 0"}}}}],"environment":{"READONLY":false,"ALLOW_DDL":false,"ALLOW_DROP":false,"ALLOW_DELETE":false,"MYSQL_HOST":"localhost","MYSQL_PORT":"3306","MYSQL_USER":"root","MYSQL_DATABASE":"","TOOL_PREFIX":"","PROJECT_NAME":"","serverInfo":{"name":"mysql-mcp-server","version":"1.0.0"}}}
2026-05-19T18:06:33.447Z | connection_pool_error | {"error":"Server requests authentication using unknown plugin auth_gssapi_client. See TODO: add plugins doco here on how to configure or author authentication plugins."} | Server requests authentication using unknown plugin auth_gssapi_client. See TODO: add plugins doco here on how to configure or author authentication plugins. | RESPONSE: null
2026-05-19T18:06:33.447Z | notifications/initialized | {} | SUCCESS | RESPONSE: null
2026-05-19T18:10:22.573Z | connection_pool_closed | {} | SUCCESS | RESPONSE: {"status":"closed"}
2026-05-19T18:10:22.574Z | uncaughtException | {"error":"EPIPE: broken pipe, write","stack":"Error: EPIPE: broken pipe, write\n    at Socket._write (node:internal/net:75:18)\n    at writeOrBuffer (node:internal/streams/writable:570:12)\n    at _write (node:internal/streams/writable:499:10)\n    at Writable.write (node:internal/streams/writable:508:10)\n    at console.value (node:internal/console/constructor:313:16)\n    at console.error (node:internal/console/constructor:444:26)\n    at FinalMCPServer.checkConnectionPoolHealth (C:\\Users\\jan\\AppData\\Roaming\\npm\\node_modules\\@liangshanli\\mcp-server-mysql\\src\\server-final.js:426:15)\n    at process.processTicksAndRejections (node:internal/process/task_queues:103:5)\n    at async FinalMCPServer.ensureConnectionPool (C:\\Users\\jan\\AppData\\Roaming\\npm\\node_modules\\@liangshanli\\mcp-server-mysql\\src\\server-final.js:433:35)\n    at async Timeout._onTimeout (C:\\Users\\jan\\AppData\\Roaming\\npm\\node_modules\\@liangshanli\\mcp-server-mysql\\src\\server-final.js:938:13)"} | EPIPE: broken pipe, write | RESPONSE: null
2026-05-19T18:11:30.013Z | connection_pool_closed | {} | SUCCESS | RESPONSE: {"status":"closed"}
2026-05-19T18:11:30.015Z | connection_pool_recreate_error | {"error":"Server requests authentication using unknown plugin auth_gssapi_client. See TODO: add plugins doco here on how to configure or author authentication plugins."} | Server requests authentication using unknown plugin auth_gssapi_client. See TODO: add plugins doco here on how to configure or author authentication plugins. | RESPONSE: null
2026-05-19T18:11:30.016Z | health_check_error | {"error":"Server requests authentication using unknown plugin auth_gssapi_client. See TODO: add plugins doco here on how to configure or author authentication plugins."} | Server requests authentication using unknown plugin auth_gssapi_client. See TODO: add plugins doco here on how to configure or author authentication plugins. | RESPONSE: null
2026-05-19T18:11:33.431Z | connection_pool_closed | {} | SUCCESS | RESPONSE: {"status":"closed"}
2026-05-19T18:11:33.433Z | connection_pool_recreate_error | {"error":"Server requests authentication using unknown plugin auth_gssapi_client. See TODO: add plugins doco here on how to configure or author authentication plugins."} | Server requests authentication using unknown plugin auth_gssapi_client. See TODO: add plugins doco here on how to configure or author authentication plugins. | RESPONSE: null
2026-05-19T18:11:33.434Z | health_check_error | {"error":"Server requests authentication using unknown plugin auth_gssapi_client. See TODO: add plugins doco here on how to configure or author authentication plugins."} | Server requests authentication using unknown plugin auth_gssapi_client. See TODO: add plugins doco here on how to configure or author authentication plugins. | RESPONSE: null
2026-05-19T18:16:30.019Z | connection_pool_closed | {} | SUCCESS | RESPONSE: {"status":"closed"}
2026-05-19T18:16:30.021Z | connection_pool_recreate_error | {"error":"Server requests authentication using unknown plugin auth_gssapi_client. See TODO: add plugins doco here on how to configure or author authentication plugins."} | Server requests authentication using unknown plugin auth_gssapi_client. See TODO: add plugins doco here on how to configure or author authentication plugins. | RESPONSE: null
2026-05-19T18:16:30.021Z | health_check_error | {"error":"Server requests authentication using unknown plugin auth_gssapi_client. See TODO: add plugins doco here on how to configure or author authentication plugins."} | Server requests authentication using unknown plugin auth_gssapi_client. See TODO: add plugins doco here on how to configure or author authentication plugins. | RESPONSE: null
2026-05-19T18:16:33.437Z | connection_pool_closed | {} | SUCCESS | RESPONSE: {"status":"closed"}
2026-05-19T18:16:33.439Z | connection_pool_recreate_error | {"error":"Server requests authentication using unknown plugin auth_gssapi_client. See TODO: add plugins doco here on how to configure or author authentication plugins."} | Server requests authentication using unknown plugin auth_gssapi_client. See TODO: add plugins doco here on how to configure or author authentication plugins. | RESPONSE: null
2026-05-19T18:16:33.440Z | health_check_error | {"error":"Server requests authentication using unknown plugin auth_gssapi_client. See TODO: add plugins doco here on how to configure or author authentication plugins."} | Server requests authentication using unknown plugin auth_gssapi_client. See TODO: add plugins doco here on how to configure or author authentication plugins. | RESPONSE: null
2026-05-19T18:21:30.025Z | connection_pool_closed | {} | SUCCESS | RESPONSE: {"status":"closed"}
2026-05-19T18:21:30.027Z | connection_pool_recreate_error | {"error":"Server requests authentication using unknown plugin auth_gssapi_client. See TODO: add plugins doco here on how to configure or author authentication plugins."} | Server requests authentication using unknown plugin auth_gssapi_client. See TODO: add plugins doco here on how to configure or author authentication plugins. | RESPONSE: null
2026-05-19T18:21:30.027Z | health_check_error | {"error":"Server requests authentication using unknown plugin auth_gssapi_client. See TODO: add plugins doco here on how to configure or author authentication plugins."} | Server requests authentication using unknown plugin auth_gssapi_client. See TODO: add plugins doco here on how to configure or author authentication plugins. | RESPONSE: null
2026-05-19T18:21:33.450Z | connection_pool_closed | {} | SUCCESS | RESPONSE: {"status":"closed"}
2026-05-19T18:21:33.452Z | connection_pool_recreate_error | {"error":"Server requests authentication using unknown plugin auth_gssapi_client. See TODO: add plugins doco here on how to configure or author authentication plugins."} | Server requests authentication using unknown plugin auth_gssapi_client. See TODO: add plugins doco here on how to configure or author authentication plugins. | RESPONSE: null
